Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	X8I0E8	Adhesion protein FadA OS=Fusobacterium sp. CM1 OX=936561 GN=HMPREF1498_0962 PE=4 SV=1	Fusobacterium (Genus) [848]	0.124031	14.382	4.849510192871094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q4U4F0	Adhesin A OS=Fusobacterium nucleatum OX=851 GN=fadA PE=4 SV=1	Fusobacterium (Genus) [848]	0.124031	14.369	4.773139953613281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q4U4E7	Adhesin A OS=Fusobacterium periodonticum OX=860 GN=fadA PE=4 SV=1	Fusobacterium (Genus) [848]	0.125	14.411	4.831886291503906	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	R5X0P3	Adhesin A OS=Fusobacterium sp. CAG:649 OX=1262900 GN=BN748_00209 PE=4 SV=1	Fusobacterium (Genus) [848]	0.124031	14.368	4.849510192871094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LFD6	Adhesion protein FadA OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_00426 PE=4 SV=1	Fusobacterium (Genus) [848]	0.125	14.426	4.773139953613281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C5U7	Adhesion protein FadA OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01944 PE=4 SV=1	Fusobacterium (Genus) [848]	0.125	14.354	4.831886291503906	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q5I6B0	Adhesion A OS=Fusobacterium nucleatum OX=851 GN=fadA PE=1 SV=1	Fusobacterium (Genus) [848]	0.124031	14.439	4.849510192871094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8GUX5	Uncharacterized protein (Fragment) OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_0121 PE=4 SV=1	Fusobacterium sp. CM22 (Species) [936563]	0.110517	57.639	5.387626647949219	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D4CWV3	Glutaconate CoA-transferase subunit A OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=gctA PE=4 SV=1	Fusobacterium (Genus) [848]	0.050473	35.633	5.223136901855469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LF13	Glutaconate CoA-transferase subunit A/GCT large subunit OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_00301 PE=4 SV=1	Fusobacterium (Genus) [848]	0.049844	36.078	5.308479309082031	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
