Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 780 (Species) [671229]	Veillonella sp. oral taxon 780 str. F0422 (Subspecies) [944564]	A0A134CBY3	Succinate dehydrogenase iron-sulfur subunit OS=Veillonella sp. DNF00869 OX=1384081 GN=HMPREF3032_00172 PE=3 SV=1	Veillonella sp. oral taxon 780 str. F0422 (Subspecies) [944564]	0.061162	36.698	9.089073181152344	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 780 (Species) [671229]	Veillonella sp. oral taxon 780 str. F0422 (Subspecies) [944564]	F9N3A3	Succinate dehydrogenase and fumarate reductase iron-sulfur protein OS=Veillonella sp. oral taxon 780 str. F0422 OX=944564 GN=HMPREF9200_1354 PE=4 SV=1	Veillonella sp. oral taxon 780 str. F0422 (Subspecies) [944564]	0.06993	31.629	8.916252136230469	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. 6_1_27 (Species) [450749]	A0A2I1TFM9	DUF4198 domain-containing protein OS=Veillonella parvula OX=29466 GN=CYK26_07175 PE=4 SV=1	Veillonella sp. 6_1_27 (Species) [450749]	0.066946	25.903	5.758049011230469	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. 6_1_27 (Species) [450749]	D6KP14	Uncharacterized protein OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00697 PE=4 SV=1	Veillonella sp. 6_1_27 (Species) [450749]	0.065844	26.376	5.576789855957031	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134BXA3	Ribosomal protein L11, RNA binding domain protein (Fragment) OS=Veillonella parvula OX=29466 GN=HMPREF1865_01267 PE=4 SV=1	Veillonella (Genus) [29465]	0.254545	5.994	8.378135681152344	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A096AGV5	50S ribosomal protein L11 OS=Veillonella montpellierensis DNF00314 OX=1401067 GN=rplK PE=3 SV=1	Veillonella (Genus) [29465]	0.099291	15.118	9.675575256347656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	K9D308	50S ribosomal protein L11 OS=Veillonella seminalis ACS-216-V-Col6b OX=883156 GN=rplK PE=3 SV=1	Veillonella (Genus) [29465]	0.099291	14.975	9.808769226074219	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KQJ2	50S ribosomal protein L11 OS=Veillonella sp. 6_1_27 OX=450749 GN=rplK PE=3 SV=1	Veillonella (Genus) [29465]	0.099291	15.07	9.773521423339844	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A133S4R6	50S ribosomal protein L11 OS=Veillonella atypica OX=39777 GN=rplK PE=3 SV=1	Veillonella (Genus) [29465]	0.099291	15.08	9.773521423339844	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D1YRF9	Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Veillonella parvula ATCC 17745 OX=686660 GN=gatA PE=3 SV=1	Veillonella (Genus) [29465]	0.072016	51.753	5.295982360839844	2	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KHZ0	Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Veillonella sp. 3_1_44 OX=457416 GN=gatA PE=3 SV=1	Veillonella (Genus) [29465]	0.072016	51.571	5.281242370605469	2	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	T0U6Z6	Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Veillonella parvula HSIVP1 OX=1316254 GN=gatA PE=3 SV=1	Veillonella (Genus) [29465]	0.072016	51.75	5.101905822753906	2	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D1BMS1	Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=gatA PE=3 SV=1	Veillonella (Genus) [29465]	0.072016	51.743	5.223777770996094	2	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134C742	Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Veillonella parvula OX=29466 GN=gatA PE=3 SV=1	Veillonella (Genus) [29465]	0.072016	51.768	5.165138244628906	2	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
