Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	F9EMZ6	R-phenyllactate dehydratase alpha subunit OS=Fusobacterium nucleatum subsp. animalis ATCC 51191 OX=997347 GN=fldB PE=4 SV=1	root (No rank) [1]	0.085973	50.021	5.336357116699219	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q8R6B4	(R)-2-hydroxyglutaryl-CoA dehydratase alpha-subunit OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131) OX=190304 GN=FN0207 PE=4 SV=1	root (No rank) [1]	0.085973	50.006	5.327919006347656	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C7XRG1	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=HMPREF0946_01477 PE=4 SV=1	root (No rank) [1]	0.085973	50.004	5.327919006347656	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C3T9	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01232 PE=4 SV=1	root (No rank) [1]	0.085973	50.003	5.328987121582031	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D5RC20	R-phenyllactate dehydratase, medium subunit OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=fldB PE=4 SV=1	root (No rank) [1]	0.085973	50.022	5.327919006347656	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D4CWU8	R-phenyllactate dehydratase, medium subunit OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=fldB PE=4 SV=1	root (No rank) [1]	0.086168	49.951	5.221748352050781	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8S5F9	(R)-2-hydroxyglutaryl-CoA dehydratase alpha-subunit OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_02391 PE=4 SV=1	root (No rank) [1]	0.085973	49.961	5.184684753417969	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	K1GXC7	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_01700 PE=4 SV=1	root (No rank) [1]	0.086168	49.945	5.221748352050781	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8I0Z5	Acetyl-CoA C-acyltransferase OS=Fusobacterium sp. OBRC1 OX=1032505 GN=HMPREF1501_0623 PE=3 SV=1	root (No rank) [1]	0.129353	42.105	7.057518005371094	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C0DRR2	Orn/Lys/Arg decarboxylase, major domain protein OS=Eikenella corrodens ATCC 23834 OX=546274 GN=EIKCOROL_00028 PE=4 SV=1	root (No rank) [1]	0.028209	79.557	5.621116638183594	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	V7IFF1	Uncharacterized protein OS=Eikenella corrodens CC92I OX=1073362 GN=HMPREF1177_00265 PE=4 SV=1	root (No rank) [1]	0.028209	79.588	5.621116638183594	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q9Z4R7	Lysine decarboxylase OS=Eikenella corrodens OX=539 GN=ECORLD PE=4 SV=1	root (No rank) [1]	0.028209	79.571	5.622611999511719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VI12	4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=ispH PE=3 SV=1	root (No rank) [1]	0.026602	94.507	5.450538635253906	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HZA0	4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Fusobacterium sp. CM1 OX=936561 GN=ispH PE=3 SV=1	root (No rank) [1]	0.026602	94.32	5.556282043457031	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VCK7	L-beta-lysine 5,6-aminomutase alpha subunit OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_03046 PE=4 SV=1	root (No rank) [1]	0.100386	57.275	5.350563049316406	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D5RCR4	D-Lysine 5,6-aminomutase alpha subunit OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=kamD PE=4 SV=1	root (No rank) [1]	0.099426	57.746	5.288932800292969	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HVZ9	D-Lysine 5,6-aminomutase alpha subunit OS=Fusobacterium sp. CM1 OX=936561 GN=HMPREF1498_1958 PE=4 SV=1	root (No rank) [1]	0.100386	57.192	5.342765808105469	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LID6	D-lysine 5,6-aminomutase, alpha subunit OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01500 PE=4 SV=1	root (No rank) [1]	0.100386	57.191	5.280815124511719	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	K1HGD8	Uncharacterized protein OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_00202 PE=4 SV=1	root (No rank) [1]	0.100386	57.205	5.280815124511719	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LHA2	ATP synthase subunit beta OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=atpD PE=3 SV=1	root (No rank) [1]	0.093074	50.267	4.886253356933594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C7XPR7	ATP synthase subunit beta OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=atpD PE=3 SV=1	root (No rank) [1]	0.093074	50.202	4.886253356933594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HYY6	ATP synthase subunit beta OS=Fusobacterium sp. CM1 OX=936561 GN=atpD PE=3 SV=1	root (No rank) [1]	0.093074	50.255	4.821632385253906	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C5E3	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01790 PE=4 SV=1	root (No rank) [1]	0.062731	29.915	5.304527282714844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LIE1	Uncharacterized protein OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01505 PE=4 SV=1	root (No rank) [1]	0.062731	29.915	5.304527282714844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D5RCQ9	Uncharacterized protein OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=HMPREF0397_0994 PE=4 SV=1	root (No rank) [1]	0.062731	29.986	5.384849548339844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LDN6	Elongation factor G OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=fusA PE=3 SV=1	root (No rank) [1]	0.025974	77.102	5.045402526855469	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D4CVQ4	Elongation factor G OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=fusA PE=3 SV=1	root (No rank) [1]	0.025974	77.115	5.068046569824219	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
