Level 1	Level 2	Level 3	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified			A0A1A9RFJ5	Ornithine decarboxylase OS=Eikenella corrodens OX=539 GN=A7P85_02230 PE=4 SV=1	root (No rank) [1]	0.083333	79.869	5.882057189941406	3	12	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0S2ZJA1	Microcompartment protein PduB OS=Fusobacterium hwasookii ChDC F300 OX=1307444 GN=RN97_12120 PE=4 SV=1	root (No rank) [1]	0.089219	27.721	5.437614440917969	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3PM97	Propanediol utilization microcompartment protein PduB OS=Fusobacterium periodonticum OX=860 GN=CTM92_04645 PE=4 SV=1	root (No rank) [1]	0.089219	27.714	5.435585021972656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A5TRI5	Propanediol utilization protein PduB OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 OX=393480 GN=pduB PE=4 SV=1	root (No rank) [1]	0.089219	27.805	5.444770812988281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6LIA1	Propanediol utilization protein PduB OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01465 PE=4 SV=1	root (No rank) [1]	0.088561	27.987	5.435585021972656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0S2ZJJ6	Microcompartment protein PduB OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_00185 PE=4 SV=1	root (No rank) [1]	0.089219	27.767	5.437507629394531	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6CA84	Microcompartment protein PduB OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_07665 PE=4 SV=1	root (No rank) [1]	0.089219	27.805	5.332832336425781	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			J8VL84	Propanediol utilization protein PduB OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_02851 PE=4 SV=1	root (No rank) [1]	0.089888	27.585	5.444770812988281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2A5QNN9	Propanediol utilization microcompartment protein PduB OS=Fusobacterium nucleatum OX=851 GN=CQA79_01010 PE=4 SV=1	root (No rank) [1]	0.089888	27.587	5.444770812988281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6BEI2	Microcompartments protein OS=Fusobacterium nucleatum subsp. animalis D11 OX=556264 GN=PSAG_00614 PE=4 SV=2	root (No rank) [1]	0.089552	27.722	5.296836853027344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
