Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	D4CW00	DNA-directed RNA polymerase subunit beta OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=rpoB PE=3 SV=1	root (No rank) [1]	0.010961	132.84	4.973518371582031	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	U7TMQ9	DNA-directed RNA polymerase subunit beta' OS=Fusobacterium nucleatum CTI-6 OX=1316587 GN=rpoC PE=3 SV=1	Fusobacterium (Genus) [848]	0.012889	147.889	8.811790466308594	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	X7RUA8	DNA-directed RNA polymerase subunit beta' OS=Fusobacterium nucleatum 13_3C OX=1357398 GN=rpoC PE=3 SV=1	Fusobacterium (Genus) [848]	0.012889	147.845	8.811790466308594	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	X8I7T2	DNA-directed RNA polymerase subunit beta' OS=Fusobacterium sp. OBRC1 OX=1032505 GN=rpoC PE=3 SV=1	Fusobacterium (Genus) [848]	0.012889	147.847	8.816062927246094	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	A5TS56	DNA-directed RNA polymerase subunit beta' OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 OX=393480 GN=rpoC PE=3 SV=1	Fusobacterium (Genus) [848]	0.012889	147.877	8.816062927246094	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	X8H0Z9	DNA-directed RNA polymerase subunit beta' OS=Fusobacterium sp. CM22 OX=936563 GN=rpoC PE=3 SV=1	Fusobacterium (Genus) [848]	0.012889	147.821	8.813926696777344	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	C6JI27	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium varium ATCC 27725 OX=469618 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.027692	36.351	4.754234313964844	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	D5REU9	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.026316	38.365	4.683311462402344	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	E5BIG4	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium gonidiaformans 3-1-5R OX=469605 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.027607	36.405	4.703498840332031	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	K1GM22	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium periodonticum D10 OX=620833 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.027607	36.58	4.670494079589844	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	R5X0R4	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium sp. CAG:649 OX=1262900 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.027607	36.616	4.698585510253906	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	G6C330	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.026316	38.387	4.648918151855469	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
2.-.-.-	2.7.-.-	2.7.7.-	2.7.7.6	U7SNT6	DNA-directed RNA polymerase subunit alpha OS=Fusobacterium nucleatum CTI-5 OX=1316586 GN=rpoA PE=3 SV=1	Fusobacterium (Genus) [848]	0.027607	36.592	4.698585510253906	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
