Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella parvula (Species) [29466]	A0A134BWL1	Cell division ATP-binding protein FtsE OS=Veillonella dispar OX=39778 GN=HMPREF1867_01408 PE=4 SV=1	Veillonella parvula (Species) [29466]	0.096491	25.207	5.987800598144531	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella parvula (Species) [29466]	D1BM81	Cell division ATP-binding protein FtsE OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_0807 PE=4 SV=1	Veillonella parvula (Species) [29466]	0.096491	25.277	5.790840148925781	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella parvula (Species) [29466]	T0UE35	Cell division transporter, ATP-binding protein FtsE OS=Veillonella parvula HSIVP1 OX=1316254 GN=HSIVP1_207 PE=4 SV=1	Veillonella parvula (Species) [29466]	0.096491	25.263	5.785820007324219	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. CAG:933 (Species) [1262980]	R5BSB0	Putative aspartate ammonia-lyase OS=Veillonella sp. CAG:933 OX=1262980 GN=BN814_02426 PE=4 SV=1	Veillonella sp. CAG:933 (Species) [1262980]	0.046709	51.278	5.247169494628906	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1LCT3	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=galU PE=3 SV=1	Veillonella (Genus) [29465]	0.055944	31.402	5.411125183105469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	C4FQ85	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella dispar ATCC 17748 OX=546273 GN=galU PE=3 SV=1	Veillonella (Genus) [29465]	0.055749	31.782	5.221641540527344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134BVG3	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella dispar OX=39778 GN=HMPREF1867_01574 PE=3 SV=1	Veillonella (Genus) [29465]	0.055749	31.762	5.213737487792969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1L616	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=galU PE=3 SV=1	Veillonella (Genus) [29465]	0.055944	31.461	5.423728942871094	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	J5AQF7	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella sp. ACP1 OX=936588 GN=galU PE=3 SV=1	Veillonella (Genus) [29465]	0.055944	31.418	5.411125183105469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134C5U8	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella parvula OX=29466 GN=HMPREF1865_00352 PE=3 SV=1	Veillonella (Genus) [29465]	0.055749	31.616	5.052238464355469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E4LAX6	UTP--glucose-1-phosphate uridylyltransferase OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=galU PE=3 SV=1	Veillonella (Genus) [29465]	0.055749	31.739	5.117500305175781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1LCU1	30S ribosomal protein S4 OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.085	9.806098937988281	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A100YNJ6	30S ribosomal protein S4 OS=Veillonella parvula OX=29466 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.069	9.832801818847656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A096AJD2	30S ribosomal protein S4 OS=Veillonella montpellierensis DNF00314 OX=1401067 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.05	9.789970397949219	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E4LBH3	30S ribosomal protein S4 OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.086	9.738594055175781	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	F5KXQ2	30S ribosomal protein S4 OS=Veillonella parvula ACS-068-V-Sch12 OX=768727 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.051	9.832801818847656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A1V0XCU0	30S ribosomal protein S4 OS=Veillonella atypica OX=39777 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.07	9.763694763183594	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	W3Y1R5	30S ribosomal protein S4 OS=Veillonella sp. AS16 OX=936589 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.055	9.832801818847656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	K9DNM7	30S ribosomal protein S4 OS=Veillonella seminalis ACS-216-V-Col6b OX=883156 GN=rpsD PE=3 SV=1	Veillonella (Genus) [29465]	0.066667	23.064	9.844764709472656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	W1UYW4	50S ribosomal protein L4 OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00527G0037 PE=4 SV=1	Veillonella (Genus) [29465]	0.121495	11.781	7.835105895996094	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134C9E5	50S ribosomal protein L4 OS=Veillonella dispar OX=39778 GN=rplD PE=3 SV=1	Veillonella (Genus) [29465]	0.062802	22.558	9.876274108886719	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	W3Y4Y1	50S ribosomal protein L4 OS=Veillonella sp. AS16 OX=936589 GN=rplD PE=3 SV=1	Veillonella (Genus) [29465]	0.062802	22.6	9.793922424316406	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KQK9	50S ribosomal protein L4 OS=Veillonella sp. 6_1_27 OX=450749 GN=rplD PE=3 SV=1	Veillonella (Genus) [29465]	0.062802	22.542	9.876274108886719	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A133S7J7	Uncharacterized protein OS=Veillonella atypica OX=39777 GN=HMPREF3233_00118 PE=4 SV=1	Veillonella (Genus) [29465]	0.077922	17.661	5.314140319824219	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	L1PX01	Uncharacterized protein OS=Veillonella atypica KON OX=1128111 GN=HMPREF0870_00689 PE=4 SV=1	Veillonella (Genus) [29465]	0.077922	17.693	5.178062438964844	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
