Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	D4CVQ3	Elongation factor Tu OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.254	5.266822814941406	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C5P4	Elongation factor Tu OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.34	5.215766906738281	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LDN5	Elongation factor Tu OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.296	5.262123107910156	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8IAW6	Elongation factor Tu OS=Fusobacterium sp. CM1 OX=936561 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.491	5.179344177246094	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C7XRU9	Elongation factor Tu OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.3	5.166847229003906	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q8R603	Elongation factor Tu OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131) OX=190304 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.43	5.180305480957031	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VHD5	Elongation factor Tu OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=tuf PE=3 SV=1	root (No rank) [1]	0.043147	43.189	5.154991149902344	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KQI8	Translation elongation factor Tu OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01229 PE=4 SV=1	root (No rank) [1]	0.116608	31.017	4.612815856933594	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KM38	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01875 PE=4 SV=1	root (No rank) [1]	0.154206	23.659	4.657569885253906	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0T2A6	Elongation factor Tu OS=Veillonella parvula HSIVP1 OX=1316254 GN=tuf PE=3 SV=1	root (No rank) [1]	0.089674	40.185	4.672203063964844	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BP65	Elongation factor Tu OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=tuf PE=3 SV=1	root (No rank) [1]	0.083544	43.18	4.875038146972656	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KQK6	Translation elongation factor Tu OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01248 PE=4 SV=1	root (No rank) [1]	0.12	30.042	4.555778503417969	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KM36	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01873 PE=4 SV=1	root (No rank) [1]	0.150685	24.206	4.592628479003906	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D5RDU8	Electron transfer flavoprotein domain protein OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=etfB PE=4 SV=1	root (No rank) [1]	0.072519	28.526	4.844062805175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C586	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01732 PE=4 SV=1	root (No rank) [1]	0.072519	28.48	4.961448669433594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C7XN03	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=HMPREF0946_00269 PE=4 SV=1	root (No rank) [1]	0.072519	28.508	4.890312194824219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C6JJW4	Electron transfer flavoprotein subunit beta OS=Fusobacterium varium ATCC 27725 OX=469618 GN=etfB PE=4 SV=1	root (No rank) [1]	0.072797	28.39	5.268424987792969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	H1PX46	Uncharacterized protein OS=Fusobacterium ulcerans 12-1B OX=457404 GN=HMPREF0402_02989 PE=4 SV=1	root (No rank) [1]	0.072797	28.358	5.409309387207031	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	H0KFW8	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter actinomycetemcomitans RhAA1 OX=1089447 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.064	5.506935119628906	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E6KZQ3	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter segnis ATCC 33393 OX=888057 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	58.963	5.514411926269531	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9Q8K8	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus pittmaniae HK 85 OX=1035188 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.401	5.260520935058594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1W293	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae (strain T3T1) OX=862965 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.238	5.371925354003906	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F0ER49	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae ATCC 33392 OX=888828 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.151	5.688621520996094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
