Level 1	Level 2	Level 3	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified			K1GMD6	L-lysine 2,3-aminomutase OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_00199 PE=4 SV=1	root (No rank) [1]	0.084706	48.844	6.228340148925781	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3PQ85	Lysine 2,3-aminomutase OS=Fusobacterium periodonticum OX=860 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.845	6.134025573730469	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6CA18	Lysine 2,3-aminomutase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.875	6.134025573730469	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6LID9	L-lysine 2,3-aminomutase OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01503 PE=4 SV=1	root (No rank) [1]	0.084706	48.831	6.134025573730469	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A095WI10	L-lysine 2,3-aminomutase OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_001106 PE=4 SV=1	root (No rank) [1]	0.084706	48.787	6.132209777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6B5P7	Lysine 2,3-aminomutase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.789	6.132209777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A246EGD0	Lysine 2,3-aminomutase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.775	6.132209777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1Z3CGB1	Lysine 2,3-aminomutase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.773	6.132209777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2G9FF62	Lysine 2,3-aminomutase OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=ablA PE=4 SV=1	root (No rank) [1]	0.084706	48.853	6.415901184082031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A223AVW2	Lysine 2,3-aminomutase OS=Fusobacterium sp. oral taxon 203 OX=671211 GN=AXF16_03075 PE=4 SV=1	root (No rank) [1]	0.084706	48.73	6.132209777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
