Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	A5TRI5	Propanediol utilization protein PduB OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 OX=393480 GN=pduB PE=4 SV=1	root (No rank) [1]	0.089219	27.805	5.444770812988281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LIA1	Propanediol utilization protein PduB OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01465 PE=4 SV=1	root (No rank) [1]	0.088561	27.987	5.435585021972656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VL84	Propanediol utilization protein PduB OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_02851 PE=4 SV=1	root (No rank) [1]	0.089888	27.585	5.444770812988281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6BEI2	Microcompartments protein OS=Fusobacterium nucleatum subsp. animalis D11 OX=556264 GN=PSAG_00614 PE=4 SV=2	root (No rank) [1]	0.089552	27.722	5.296836853027344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8IIM0	Propanediol utilization protein PduB OS=Fusobacterium sp. CM1 OX=936561 GN=pduB PE=4 SV=1	root (No rank) [1]	0.089552	27.736	5.414649963378906	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8I4J3	Putative D-2-hydroxyisocaproate dehydrogenase OS=Fusobacterium sp. CM1 OX=936561 GN=HMPREF1498_2273 PE=3 SV=1	root (No rank) [1]	0.035714	37.732	6.137657165527344	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HJP5	Putative D-lactate dehydrogenase OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_0569 PE=3 SV=1	root (No rank) [1]	0.035714	37.814	5.809638977050781	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	R9RAN0	Uncharacterized protein OS=Fusobacterium nucleatum subsp. animalis 4_8 OX=469607 GN=HMPREF0409_02373 PE=3 SV=1	root (No rank) [1]	0.035714	37.689	6.137657165527344	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8IJN2	50S ribosomal protein L5 OS=Fusobacterium sp. CM1 OX=936561 GN=rplE PE=3 SV=1	Fusobacterium (Genus) [848]	0.10929	20.769	9.299171447753906	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q8RIG8	50S ribosomal protein L5 OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131) OX=190304 GN=rplE PE=3 SV=1	Fusobacterium (Genus) [848]	0.10929	20.741	9.299171447753906	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
