Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	K1GY80	3-oxoacid CoA-transferase, A subunit OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_00208 PE=4 SV=1	root (No rank) [1]	0.087558	23.059	5.579139709472656	1	19	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8I3E1	Butyrate--acetoacetate CoA-transferase subunit A OS=Fusobacterium sp. OBRC1 OX=1032505 GN=ctfA PE=4 SV=1	root (No rank) [1]	0.087558	23.157	5.759757995605469	1	19	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8V9H9	Uncharacterized protein OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_08803 PE=4 SV=1	root (No rank) [1]	0.195489	13.761	4.472785949707031	1	19	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8GUH2	Membrane-bound lysozyme-inhibitor of C-type lysozyme OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_2467 PE=4 SV=1	root (No rank) [1]	0.19697	13.628	4.472785949707031	1	19	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D4CV25	Phosphate acetyltransferase OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=pta PE=4 SV=1	root (No rank) [1]	0.245509	35.684	6.761756896972656	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C7XRT8	3-oxoacid CoA-transferase, B subunit OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=HMPREF0946_01604 PE=4 SV=1	Fusobacterium (Genus) [848]	0.067873	23.498	5.048606872558594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HWP9	Butyrate--acetoacetate CoA-transferase subunit B OS=Fusobacterium sp. CM1 OX=936561 GN=ctfB PE=4 SV=1	Fusobacterium (Genus) [848]	0.069124	23.079	5.152427673339844	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D4CSS9	3-oxoacid CoA-transferase, B subunit OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=FUSPEROL_00438 PE=4 SV=1	Fusobacterium (Genus) [848]	0.068807	23.193	4.936241149902344	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9ELS4	3-oxoadipate CoA-succinyl transferase OS=Fusobacterium nucleatum subsp. animalis ATCC 51191 OX=997347 GN=dxnH PE=4 SV=1	Fusobacterium (Genus) [848]	0.069124	23.021	5.267463684082031	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A5TV40	Butyrate-acetoacetate CoA-transferase, beta subunit OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 OX=393480 GN=atoA PE=4 SV=1	Fusobacterium (Genus) [848]	0.067873	23.492	5.143241882324219	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VJR1	Butyrate-acetoacetate CoA-transferase subunit B OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_03011 PE=4 SV=1	Fusobacterium (Genus) [848]	0.069124	23.053	4.947029113769531	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D5RCS1	3-oxoacid CoA-transferase, B subunit OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=dxnH2 PE=4 SV=1	Fusobacterium (Genus) [848]	0.069124	22.998	5.036216735839844	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U7TD35	Butyrate-acetoacetate CoA-transferase OS=Fusobacterium nucleatum CTI-1 OX=1204474 GN=HMPREF1538_00477 PE=4 SV=1	Fusobacterium (Genus) [848]	0.069124	23.027	5.292991638183594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E8JXA1	30S ribosomal protein S6 OS=Streptococcus cristatus ATCC 51100 OX=889201 GN=rpsF PE=3 SV=1	root (No rank) [1]	0.229167	11.088	5.132240295410156	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J8VFN5	Uncharacterized protein (Fragment) OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_11107 PE=4 SV=1	root (No rank) [1]	0.034991	114.973	9.465156555175781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A5TS75	AT family autotransporter OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 OX=393480 GN=FNP_2361 PE=4 SV=1	root (No rank) [1]	0.015479	260.164	9.330574035644531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6LG76	Phosphate acetyltransferase OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_00725 PE=4 SV=1	root (No rank) [1]	0.094955	36.043	7.555580139160156	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U7TU37	Phosphate acetyltransferase OS=Fusobacterium nucleatum CTI-6 OX=1316587 GN=HMPREF1767_01399 PE=4 SV=1	root (No rank) [1]	0.095808	35.785	7.580894470214844	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	K1GIQ2	Phosphate acetyltransferase OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_01290 PE=4 SV=1	root (No rank) [1]	0.095808	35.657	7.558784484863281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X7RY45	Phosphate acetyltransferase OS=Fusobacterium nucleatum 13_3C OX=1357398 GN=HMPREF2085_01237 PE=4 SV=1	root (No rank) [1]	0.095808	35.683	7.580894470214844	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C0W9	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_00196 PE=4 SV=1	root (No rank) [1]	0.095808	35.685	7.580894470214844	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	X8HRP0	Phosphate acetyltransferase OS=Fusobacterium sp. OBRC1 OX=1032505 GN=pta PE=4 SV=1	root (No rank) [1]	0.095808	35.687	7.577690124511719	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1YP37	Outer membrane protein OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_0505 PE=4 SV=1	root (No rank) [1]	0.111842	16.751	5.891563415527344	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0U9J0	Uncharacterized protein OS=Veillonella parvula HSIVP1 OX=1316254 GN=HSIVP1_1251 PE=4 SV=1	root (No rank) [1]	0.261538	7.476	5.264366149902344	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KPI1	Uncharacterized protein OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00865 PE=4 SV=1	root (No rank) [1]	0.111842	16.765	6.605598449707031	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BNG7	Carboxyl transferase OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_1244 PE=4 SV=1	root (No rank) [1]	0.035363	55.052	5.256355285644531	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W3Y572	Methylmalonyl-CoA decarboxylase alpha subunit OS=Veillonella sp. AS16 OX=936589 GN=mmdA PE=4 SV=1	root (No rank) [1]	0.035363	55.165	5.159477233886719	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KIM8	Methylmalonyl-CoA decarboxylase, alpha subunit OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_00627 PE=4 SV=1	root (No rank) [1]	0.035363	55.052	5.251335144042969	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W1WER4	Carboxyl transferase (Fragment) OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC00774G0001 PE=4 SV=1	root (No rank) [1]	0.054878	35.319	4.766838073730469	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KNT3	Propionyl-CoA carboxylase, B subunit OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00616 PE=4 SV=1	root (No rank) [1]	0.035363	55.066	5.256355285644531	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E4LBX6	Methylmalonyl-CoA decarboxylase alpha subunit OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=mmdA PE=4 SV=1	root (No rank) [1]	0.035363	55.059	5.311790466308594	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9N3F0	Methylmalonyl-CoA decarboxylase alpha subunit OS=Veillonella sp. oral taxon 780 str. F0422 OX=944564 GN=mmdA PE=4 SV=1	root (No rank) [1]	0.035363	55.403	5.372673034667969	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U2UXI0	Methylmalonyl-CoA decarboxylase alpha subunit OS=Mitsuokella sp. oral taxon 131 str. W9106 OX=1321781 GN=HMPREF1985_00904 PE=4 SV=1	root (No rank) [1]	0.035294	55.616	5.352592468261719	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0SX25	Acetyl-coenzyme A carboxyl transferase alpha chain/beta chain OS=Veillonella parvula HSIVP1 OX=1316254 GN=HSIVP1_679 PE=4 SV=1	root (No rank) [1]	0.035363	55.047	5.246315002441406	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C8NGI6	Triosephosphate isomerase OS=Granulicatella adiacens ATCC 49175 OX=638301 GN=tpiA PE=3 SV=1	root (No rank) [1]	0.063745	26.858	4.935173034667969	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A8AWA1	Triosephosphate isomerase OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=tpiA PE=3 SV=1	root (No rank) [1]	0.063492	26.507	4.746543884277344	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A3CM80	Triosephosphate isomerase OS=Streptococcus sanguinis (strain SK36) OX=388919 GN=tpi PE=3 SV=1	root (No rank) [1]	0.062992	26.876	4.798988342285156	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
