Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella dispar (Species) [39778]	Veillonella dispar ATCC 17748 (Subspecies) [546273]	C4FMC7	Hep/Hag repeat protein OS=Veillonella dispar ATCC 17748 OX=546273 GN=VEIDISOL_00004 PE=4 SV=1	Veillonella dispar ATCC 17748 (Subspecies) [546273]	0.006839	282.617	5.212989807128906	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella dispar (Species) [39778]	Veillonella dispar ATCC 17748 (Subspecies) [546273]	W1WA84	M20/DapE family protein YgeY OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC01098G0004 PE=4 SV=1	Veillonella dispar ATCC 17748 (Subspecies) [546273]	0.041284	48.308	4.831031799316406	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella dispar (Species) [39778]	Veillonella dispar ATCC 17748 (Subspecies) [546273]	A0A134C649	Putative selenium metabolism hydrolase OS=Veillonella dispar OX=39778 GN=HMPREF1867_00487 PE=4 SV=1	Veillonella dispar ATCC 17748 (Subspecies) [546273]	0.041284	48.308	4.867988586425781	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella dispar (Species) [39778]	Veillonella dispar ATCC 17748 (Subspecies) [546273]	C4FPD0	Putative selenium metabolism hydrolase OS=Veillonella dispar ATCC 17748 OX=546273 GN=VEIDISOL_00754 PE=4 SV=1	Veillonella dispar ATCC 17748 (Subspecies) [546273]	0.041284	48.378	4.942115783691406	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 158 (Species) [671228]	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	E4LGB8	Outer membrane protein, OMP85 family OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_0507 PE=4 SV=1	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	0.031378	80.567	5.915168762207031	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 158 (Species) [671228]	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	A0A100YMZ8	Uncharacterized protein OS=Veillonella parvula OX=29466 GN=AT982_04400 PE=4 SV=1	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	0.031856	79.219	6.035865783691406	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 158 (Species) [671228]	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	A0A134BSQ2	Outer membrane protein, OMP85 family OS=Veillonella dispar OX=39778 GN=HMPREF1867_01790 PE=4 SV=1	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	0.031335	80.46	5.801948547363281	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. oral taxon 158 (Species) [671228]	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	E4LDT0	Hep/Hag repeat protein (Fragment) OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_0028 PE=4 SV=1	Veillonella sp. oral taxon 158 str. F0412 (Subspecies) [879309]	0.013151	194.443	5.330162048339844	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	E1L6S6	Acetate kinase OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=ackA PE=3 SV=1	Veillonella atypica (Species) [39777]	0.029925	44.015	5.721839904785156	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	E1LBY1	Acetate kinase OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=ackA PE=3 SV=1	Veillonella atypica (Species) [39777]	0.029925	44.002	5.538978576660156	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	A0A134C702	Acetate kinase OS=Veillonella dispar OX=39778 GN=ackA PE=3 SV=1	Veillonella atypica (Species) [39777]	0.029925	43.952	5.814979553222656	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	E1L4H8	Iron-sulfur cluster-binding protein OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=HMPREF9321_1532 PE=4 SV=1	Veillonella atypica (Species) [39777]	0.045738	53.276	6.348075866699219	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	E1LA34	Iron-sulfur cluster-binding protein OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=HMPREF9684_1852 PE=4 SV=1	Veillonella atypica (Species) [39777]	0.045738	53.352	6.348075866699219	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella atypica (Species) [39777]	A0A133S5E1	Iron-sulfur cluster-binding protein OS=Veillonella atypica OX=39777 GN=HMPREF3233_00753 PE=4 SV=1	Veillonella atypica (Species) [39777]	0.045738	53.368	6.348075866699219	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. DORA_B_18_19_23 (Species) [1403933]	W1UFQ6	DNA-directed RNA polymerase subunit alpha (Fragment) OS=Veillonella sp. DORA_B_18_19_23 OX=1403933 GN=Q621_VSBC00472G0001 PE=4 SV=1	Veillonella sp. DORA_B_18_19_23 (Species) [1403933]	0.274074	14.295	4.577140808105469	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. ICM51a (Species) [936591]	A0A1V0XAM2	3-oxoacyl-[acyl-carrier-protein] reductase OS=Veillonella atypica OX=39777 GN=B7L28_03370 PE=4 SV=1	Veillonella sp. ICM51a (Species) [936591]	0.064777	25.765	6.913856506347656	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. ICM51a (Species) [936591]	X8H3S0	3-oxoacyl-[acyl-carrier-protein] reductase OS=Veillonella sp. ICM51a OX=936591 GN=fabG PE=4 SV=1	Veillonella sp. ICM51a (Species) [936591]	0.064777	25.825	6.435127258300781	1	2	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	Veillonella sp. 6_1_27 (Species) [450749]	D6KQU7	Pyruvate-flavodoxin oxidoreductase OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01341 PE=3 SV=1	Veillonella sp. 6_1_27 (Species) [450749]	0.014431	128.287	5.601463317871094	1	1	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A239ZQR0	Elongation factor Tu OS=Veillonella rodentium OX=248315 GN=tuf_1 PE=3 SV=1	Veillonella (Genus) [29465]	0.088608	43.21	4.880485534667969	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1LE21	Elongation factor Tu OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.088608	43.199	4.909431457519531	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1LAL6	Elongation factor Tu OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.088608	43.185	4.909431457519531	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	W3Y7T7	Elongation factor Tu (Fragment) OS=Veillonella sp. AS16 OX=936589 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.089286	42.88	4.842994689941406	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	L1PWB8	Elongation factor Tu (Fragment) OS=Veillonella atypica KON OX=1128111 GN=HMPREF0870_00927 PE=3 SV=1	Veillonella (Genus) [29465]	0.089059	42.997	4.909645080566406	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	S2ZTF5	Elongation factor Tu OS=Veillonella sp. HPA0037 OX=1203593 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.088608	43.185	4.903984069824219	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A1V0XDE0	Elongation factor Tu OS=Veillonella atypica OX=39777 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.088608	43.199	4.950660705566406	2	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134CBJ6	Elongation factor Tu (Fragment) OS=Veillonella sp. DNF00869 OX=1384081 GN=HMPREF3032_00244 PE=3 SV=1	Veillonella (Genus) [29465]	0.046753	42.009	4.784248352050781	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A1V0XDN0	Elongation factor Tu OS=Veillonella atypica OX=39777 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.04557	43.199	4.950660705566406	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KQK5	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01247 PE=4 SV=1	Veillonella (Genus) [29465]	0.204545	9.871	6.129112243652344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KQI7	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01228 PE=4 SV=1	Veillonella (Genus) [29465]	0.214286	9.385	6.276512145996094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D6KM37	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01874 PE=4 SV=1	Veillonella (Genus) [29465]	0.083721	23.642	4.746757507324219	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A134C5I3	Elongation factor Tu (Fragment) OS=Veillonella dispar OX=39778 GN=HMPREF1867_00668 PE=3 SV=1	Veillonella (Genus) [29465]	0.046632	42.252	4.973091125488281	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A096CLK2	Elongation factor Tu (Fragment) OS=Veillonella montpellierensis DNF00314 OX=1401067 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.046512	42.163	4.861152648925781	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	F9N6D8	Elongation factor Tu OS=Veillonella sp. oral taxon 780 str. F0422 OX=944564 GN=tuf_2 PE=3 SV=1	Veillonella (Genus) [29465]	0.04557	43.213	4.909431457519531	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E4LBL6	Elongation factor Tu OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.04557	43.125	4.972877502441406	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D1BP65	Elongation factor Tu OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.04557	43.18	4.875038146972656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	D1YM94	Translation elongation factor Tu (Fragment) OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_0001 PE=4 SV=1	Veillonella (Genus) [29465]	0.087805	22.498	4.789161682128906	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	A0A2I1TE66	Elongation factor Tu (Fragment) OS=Veillonella parvula OX=29466 GN=tuf PE=4 SV=1	Veillonella (Genus) [29465]	0.099448	19.808	4.951087951660156	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	T0T2A6	Elongation factor Tu OS=Veillonella parvula HSIVP1 OX=1316254 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.048913	40.185	4.672203063964844	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Bacteria (Superkingdom) [2]	Firmicutes (Phylum) [1239]	Negativicutes (Class) [909932]	Selenomonadales (Order) [909929]	Veillonellaceae (Family) [31977]	Veillonella (Genus) [29465]	E1L6A7	Elongation factor Tu OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=tuf PE=3 SV=1	Veillonella (Genus) [29465]	0.04557	43.243	4.875038146972656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
