Level 1	Level 2	Level 3	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified			A0A0F2DZD6	Elongation factor Tu OS=Streptococcus infantis OX=68892 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.93	4.860191345214844	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139N847	Elongation factor Tu OS=Streptococcus gordonii OX=1302 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.953	4.854957580566406	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F2CEN3	Elongation factor Tu OS=Streptococcus cristatus OX=45634 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	44.027	4.860191345214844	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1V2SQ62	Elongation factor Tu OS=Streptococcus azizii OX=1579424 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.859	4.849617004394531	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A074J0H1	Elongation factor Tu OS=Streptococcus salivarius OX=1304 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.809	4.814155578613281	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E2Q2Q4	Elongation factor Tu OS=Streptococcus thermophilus M17PTZA496 OX=1433289 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.825	4.891700744628906	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0Y1UR78	Elongation factor Tu OS=Streptococcus pneumoniae OX=1313 GN=tuf_1 PE=3 SV=1	root (No rank) [1]	0.072864	43.823	4.819496154785156	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1Q8EFI2	Elongation factor Tu OS=Streptococcus acidominimus OX=1326 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.845	4.849617004394531	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139NRE4	Elongation factor Tu OS=Streptococcus sp. DD13 OX=1777881 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.957	4.854530334472656	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F2CHU7	Elongation factor Tu OS=Streptococcus gordonii OX=1302 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.981	4.865425109863281	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139Q9A6	Elongation factor Tu OS=Streptococcus oralis OX=1303 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.987	4.860191345214844	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D2ERE6	Elongation factor Tu OS=Streptococcus sp. M143 OX=563037 GN=tuf PE=3 SV=1	root (No rank) [1]	0.071782	44.679	4.834983825683594	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			U2KP19	Elongation factor Tu OS=Streptococcus sobrinus W1703 OX=1227275 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.704	4.833381652832031	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			E3CHK3	Elongation factor Tu OS=Streptococcus downei F0415 OX=904293 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.704	4.844276428222656	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081QC88	Elongation factor Tu OS=Streptococcus mitis OX=28037 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.938	4.894050598144531	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139NMV1	Elongation factor Tu OS=Streptococcus sp. DD10 OX=1777878 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.868	4.819496154785156	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A134D8Y6	Elongation factor Tu OS=Streptococcus gordonii OX=1302 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.967	4.860191345214844	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139PDY6	Elongation factor Tu OS=Streptococcus oralis OX=1303 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.971	4.860191345214844	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139NJL2	Elongation factor Tu OS=Streptococcus sp. DD12 OX=1777880 GN=tuf PE=3 SV=1	root (No rank) [1]	0.072864	43.862	4.764701843261719	3	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0A6S7A0	Elongation factor Tu OS=Streptococcus uberis OX=1349 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.745	4.917549133300781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0A0DJR7	Elongation factor Tu OS=Streptococcus sinensis OX=176090 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.926	4.891700744628906	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139MSW0	Elongation factor Tu OS=Streptococcus sp. DD04 OX=1776578 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.949	4.926734924316406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A060RLJ8	Elongation factor Tu OS=Streptococcus gallolyticus OX=315405 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.924	4.841819763183594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0C1K7P6	Elongation factor Tu OS=Streptococcus constellatus OX=76860 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	44.035	4.829750061035156	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0W7V713	Elongation factor Tu OS=Streptococcus equinus OX=1335 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.913	4.886039733886719	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1C3SQA8	Elongation factor Tu OS=Streptococcus macedonicus OX=59310 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032178	44.606	4.849617004394531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1Q8RH34	Elongation factor Tu OS=Streptococcus sp. 'caviae' OX=1915004 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.867	4.870765686035156	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1F0ZYK7	Elongation factor Tu OS=Streptococcus sp. HMSC061E03 OX=1739421 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.926	4.849617004394531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0B7GLJ1	Elongation factor Tu OS=Streptococcus sanguinis OX=1305 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.894	4.854957580566406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F2E0T5	Elongation factor Tu OS=Streptococcus oralis subsp. tigurinus OX=1077464 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.898	4.849617004394531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1F0Y638	Elongation factor Tu OS=Streptococcus sp. HMSC078D09 OX=1739430 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.939	4.920005798339844	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0H4PFS2	Elongation factor Tu OS=Cyclobacterium amurskyense OX=320787 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032911	43.026	5.160758972167969	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E3WFP9	Elongation factor Tu OS=Streptococcus varani OX=1608583 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.927	4.929832458496094	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0P6S287	Elongation factor Tu OS=Streptococcus phocae OX=119224 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.91	4.865425109863281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A239XAW3	Elongation factor Tu OS=Streptococcus acidominimus OX=1326 GN=tuf PE=3 SV=1	root (No rank) [1]	0.032663	43.685	4.787239074707031	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A023WGA5	60 kDa chaperonin (Fragment) OS=Streptococcus sp. ChDC B348 OX=1433515 GN=groEL PE=3 SV=1	root (No rank) [1]	0.09127	26.911	4.712257385253906	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081SDB3	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.042593	56.976	4.761497497558594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081QI04	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.042593	57.078	4.742698669433594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E7S289	60 kDa chaperonin OS=Streptococcus pneumoniae OX=1313 GN=groEL_1 PE=3 SV=1	root (No rank) [1]	0.042593	57.088	4.766197204589844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081PTQ4	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.042593	57.076	4.742698669433594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
