Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	J0YJM0	50S ribosomal protein L7/L12 OS=Streptococcus infantis SPAR10 OX=1159208 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.347	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9HEM3	50S ribosomal protein L7/L12 OS=Streptococcus sp. oral taxon 056 str. F0418 OX=904294 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.331	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I0Q445	50S ribosomal protein L7/L12 OS=Streptococcus oralis SK610 OX=1095741 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.373	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G6C9A8	50S ribosomal protein L7/L12 OS=Streptococcus sp. oral taxon 058 str. F0407 OX=861455 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.361	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A8AXG8	50S ribosomal protein L7/L12 OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.361	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I1ZM53	50S ribosomal protein L7/L12 OS=Streptococcus parasanguinis FW213 OX=1114965 GN=rplL PE=3 SV=1	root (No rank) [1]	0.220472	12.98	4.401435852050781	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E8KBA4	50S ribosomal protein L7/L12 OS=Streptococcus peroris ATCC 700780 OX=888746 GN=rplL PE=3 SV=1	root (No rank) [1]	0.229508	12.357	4.474815368652344	1	41	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1YS71	Methylmalonyl-CoA mutase domain protein OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_1880 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.316	5.171760559082031	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E4LBY0	Methylmalonyl-CoA mutase domain protein OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_1292 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.416	5.124870300292969	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W3Y624	Methylmalonyl-CoA mutase OS=Veillonella sp. AS16 OX=936589 GN=HMPREF1521_0639 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.386	5.176567077636719	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KNT7	Putative methylmalonyl-CoA mutase OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00620 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.33	5.171760559082031	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	K9D4D8	Methylmalonyl-CoA mutase domain-containing protein OS=Veillonella seminalis ACS-216-V-Col6b OX=883156 GN=HMPREF9282_00257 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.334	5.355155944824219	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	R5BSG1	Methylmalonyl-CoA mutase N-terminal domain protein OS=Veillonella sp. CAG:933 OX=1262980 GN=BN814_01760 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.107664	60.392	5.355155944824219	4	22	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9N3E6	Methylmalonyl-CoA mutase OS=Veillonella sp. oral taxon 780 str. F0422 OX=944564 GN=HMPREF9200_1399 PE=4 SV=1	Veillonellaceae (Family) [31977]	0.076642	60.306	5.216621398925781	2	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D2ERE6	Elongation factor Tu OS=Streptococcus sp. M143 OX=563037 GN=tuf PE=3 SV=1	root (No rank) [1]	0.074257	44.679	4.834983825683594	3	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A8AWA0	Elongation factor Tu OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=tuf PE=3 SV=1	root (No rank) [1]	0.075377	43.983	4.860191345214844	3	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	B2IQV2	Elongation factor Tu OS=Streptococcus pneumoniae (strain CGSP14) OX=516950 GN=tuf PE=3 SV=1	root (No rank) [1]	0.074257	44.651	4.834983825683594	3	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U2KP19	Elongation factor Tu OS=Streptococcus sobrinus W1703 OX=1227275 GN=tuf PE=3 SV=1	root (No rank) [1]	0.075377	43.704	4.833381652832031	3	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E3CHK3	Elongation factor Tu OS=Streptococcus downei F0415 OX=904293 GN=tuf PE=3 SV=1	root (No rank) [1]	0.075377	43.704	4.844276428222656	3	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FMS1	Phosphate acetyltransferase OS=Veillonella dispar ATCC 17748 OX=546273 GN=pta PE=4 SV=1	Veillonella (Genus) [29465]	0.069277	35.242	5.004920959472656	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KJH8	Phosphate acetyltransferase OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_00933 PE=4 SV=1	Veillonella (Genus) [29465]	0.069277	35.184	5.156272888183594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W1V2B7	Phosphate acetyltransferase OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00566G0035 PE=4 SV=1	Veillonella (Genus) [29465]	0.069277	35.211	5.259132385253906	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BPT5	Phosphate acetyltransferase OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_1716 PE=4 SV=1	Veillonella (Genus) [29465]	0.069277	35.17	5.156272888183594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J5AKV0	Phosphate acetyltransferase OS=Veillonella sp. ACP1 OX=936588 GN=pta PE=4 SV=1	Veillonella (Genus) [29465]	0.069277	35.169	5.156272888183594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	L1PZ54	Chaperone protein DnaK OS=Veillonella atypica KON OX=1128111 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.062092	65.477	4.754020690917969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1L8M9	Chaperone protein DnaK OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.062092	65.507	4.754020690917969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KMT9	Chaperone protein DnaK OS=Veillonella sp. 6_1_27 OX=450749 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.06199	65.624	4.769828796386719	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FQZ0	Chaperone protein DnaK OS=Veillonella dispar ATCC 17748 OX=546273 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.06199	65.575	4.769828796386719	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1YR46	Chaperone protein DnaK OS=Veillonella parvula ATCC 17745 OX=686660 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.06199	65.606	4.754020690917969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0T2P1	Chaperone protein DnaK OS=Veillonella parvula HSIVP1 OX=1316254 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.06199	65.55	4.773674011230469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	L1PVS4	Succinate CoA transferase OS=Veillonella atypica KON OX=1128111 GN=HMPREF0870_01011 PE=4 SV=1	Bacteria (Superkingdom) [2]	0.064	54.486	5.510673522949219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1L6Q7	Succinate CoA transferase OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=HMPREF9321_1481 PE=4 SV=1	Bacteria (Superkingdom) [2]	0.064	54.429	5.510673522949219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1LBW2	Succinate CoA transferase OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=HMPREF9684_0448 PE=4 SV=1	Bacteria (Superkingdom) [2]	0.064	54.458	5.510673522949219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1LE13	30S ribosomal protein S3 OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=rpsC PE=3 SV=1	Veillonella atypica ACS-134-V-Col7a (Subspecies) [866778]	0.085973	24.495	9.772773742675781	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I0GSS8	Chaperone protein DnaK OS=Selenomonas ruminantium subsp. lactilytica (strain NBRC 103574 / TAM6421) OX=927704 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.037097	66.189	4.759361267089844	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C9LSH8	Chaperone protein DnaK OS=Selenomonas sputigena (strain ATCC 35185 / DSM 20758 / VPI D19B-28) OX=546271 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.037097	65.889	4.889030456542969	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W3Y4Z0	50S ribosomal protein L6 OS=Veillonella sp. AS16 OX=936589 GN=rplF PE=3 SV=1	root (No rank) [1]	0.209945	19.422	9.817100524902344	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D0RVQ2	Enolase OS=Streptococcus sp. 2_1_36FAA OX=469609 GN=eno PE=3 SV=1	root (No rank) [1]	0.158986	46.927	4.638130187988281	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
