Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	D6KM36	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01873 PE=4 SV=1	root (No rank) [1]	0.26484	24.206	4.592628479003906	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KM38	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01875 PE=4 SV=1	root (No rank) [1]	0.271028	23.659	4.657569885253906	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BP65	Elongation factor Tu OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=tuf PE=3 SV=1	root (No rank) [1]	0.159494	43.18	4.875038146972656	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0T2A6	Elongation factor Tu OS=Veillonella parvula HSIVP1 OX=1316254 GN=tuf PE=3 SV=1	root (No rank) [1]	0.171196	40.185	4.672203063964844	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KQK6	Translation elongation factor Tu OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01248 PE=4 SV=1	root (No rank) [1]	0.210909	30.042	4.555778503417969	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KQI8	Translation elongation factor Tu OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01229 PE=4 SV=1	root (No rank) [1]	0.204947	31.017	4.612815856933594	3	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1L6A7	Elongation factor Tu OS=Veillonella atypica ACS-049-V-Sch6 OX=866776 GN=tuf PE=3 SV=1	root (No rank) [1]	0.091139	43.243	4.875038146972656	2	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FNA6	Elongation factor Tu OS=Veillonella dispar ATCC 17748 OX=546273 GN=tuf PE=3 SV=1	root (No rank) [1]	0.089552	43.999	4.852928161621094	2	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FNC4	Elongation factor Tu OS=Veillonella dispar ATCC 17748 OX=546273 GN=tuf PE=3 SV=1	root (No rank) [1]	0.091139	43.23	4.842460632324219	2	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1YR46	Chaperone protein DnaK OS=Veillonella parvula ATCC 17745 OX=686660 GN=dnaK PE=2 SV=1	root (No rank) [1]	0.137031	65.606	4.754020690917969	4	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
